"genes","task_id","curr_size","top_cluster_gr10","glm_coef_gr10","seed_number"
"EPHB4",1,10,"NoSig",0,989
"EPHB6",1,10,"NoSig",0,989
"EPOR",1,10,"NoSig",0,989
"ERBB2",1,10,"NoSig",0,989
"ERBB3",1,10,"NoSig",0,989
"ESAM",1,10,"NoSig",0,989
"ESR1",1,10,"NoSig",0,989
"ETS1",1,10,"NoSig",0,989
"ETV4",1,10,"NoSig",0,989
"ETV5",1,10,"NoSig",0,989
"EZH2",1,10,"NoSig",0,989
"EZR",1,10,"NoSig",0,989
"FABP4",1,10,"NoSig",0,989
"FABP5",1,10,"NoSig",0,989
"FAM30A",1,10,"NoSig",0,989
"FAP",1,10,"NoSig",0,989
"FAS",1,10,"NoSig",0,989
"FASLG",1,10,"NoSig",0,989
"FASN",1,10,"NoSig",0,989
"FAU",1,10,"NoSig",0,989
"FCER1G",1,10,"NoSig",0,989
"FCGBP",1,10,"NoSig",0,989
"FCGR3A",1,10,"c3",1.04884804757126,989
"FCRLA",1,10,"NoSig",0,989
"FES",1,10,"NoSig",0,989
"FFAR2",1,10,"NoSig",0,989
"FFAR3",1,10,"NoSig",0,989
"FFAR4",1,10,"NoSig",0,989
"FGF1",1,10,"NoSig",0,989
"FGF12",1,10,"NoSig",0,989
"FGF13",1,10,"NoSig",0,989
"FGF18",1,10,"c2",0.517876401703797,989
"FGF2",1,10,"NoSig",0,989
"FGF7",1,10,"NoSig",0,989
"FGF9",1,10,"NoSig",0,989
"FGFR1",1,10,"NoSig",0,989
"FGFR2",1,10,"NoSig",0,989
"FGFR3",1,10,"c1",0.298816424702422,989
"FGG",1,10,"c8",480.247445607669,989
"FGR",1,10,"NoSig",0,989
"FHIT",1,10,"NoSig",0,989
"FKBP11",1,10,"NoSig",0,989
"FKBP5",1,10,"NoSig",0,989
"FLT1",1,10,"NoSig",0,989
"FLT3LG",1,10,"NoSig",0,989
"FN1",1,10,"NoSig",0,989
"FOS",1,10,"c2",0.220022782735817,989
"FOXF1",1,10,"NoSig",0,989
"FOXP3",1,10,"NoSig",0,989
"FPR1",1,10,"NoSig",0,989
"FYB1",1,10,"NoSig",0,989
"FYN",1,10,"NoSig",0,989
"FZD1",1,10,"NoSig",0,989
"FZD3",1,10,"NoSig",0,989
"FZD4",1,10,"NoSig",0,989
"FZD5",1,10,"NoSig",0,989
"FZD6",1,10,"NoSig",0,989
"FZD7",1,10,"NoSig",0,989
"FZD8",1,10,"NoSig",0,989
"G0S2",1,10,"NoSig",0,989
"G6PD",1,10,"NoSig",0,989
"GADD45B",1,10,"c2",1.00227916024681,989
"GAS6",1,10,"c1",0.0899054482692611,989
"GATA3",1,10,"NoSig",0,989
"GC",1,10,"c1",16.2361342114144,989
"GCG",1,10,"NoSig",0,989
"GDF15",1,10,"NoSig",0,989
"GLUD1",1,10,"NoSig",0,989
"GLUL",1,10,"c2",7.27021506552711,989
"GNLY",1,10,"NoSig",0,989
"GPBAR1",1,10,"NoSig",0,989
"GPER1",1,10,"c2",0.338670323751891,989
"GPNMB",1,10,"c3",1.0461261142466,989
"GPR183",1,10,"NoSig",0,989
"GPX1",1,10,"NoSig",0,989
"GPX3",1,10,"c2",4.34618944763084,989
"GSK3B",1,10,"NoSig",0,989
"GSN",1,10,"c2",0.960585762174491,989
"GSTP1",1,10,"NoSig",0,989
"GZMA",1,10,"NoSig",0,989
"GZMB",1,10,"NoSig",0,989
"GZMH",1,10,"NoSig",0,989
"GZMK",1,10,"NoSig",0,989
"H2AZ1",1,10,"NoSig",0,989
"H4C3",1,10,"NoSig",0,989
"HAVCR2",1,10,"NoSig",0,989
"HBA1",1,10,"NoSig",0,989
"HBB",1,10,"NoSig",0,989
"HCAR2",1,10,"NoSig",0,989
"HCK",1,10,"NoSig",0,989
"HCST",1,10,"NoSig",0,989
"HDAC1",1,10,"NoSig",0,989
"HDAC11",1,10,"NoSig",0,989
"HDAC3",1,10,"NoSig",0,989
"HDAC4",1,10,"NoSig",0,989
"HDAC5",1,10,"NoSig",0,989
"HEXB",1,10,"NoSig",0,989
"HEY1",1,10,"NoSig",0,989
"HGF",1,10,"NoSig",0,989
"HIF1A",1,10,"NoSig",0,989
"HILPDA",1,10,"c2",0.631156232557636,989
"HLA-A",1,10,"NoSig",0,989
"HLA-DPA1",1,10,"c5",25.064439062557,989
"HLA-DPB1",1,10,"NoSig",0,989
"HLA-DQA1",1,10,"c3",4.55662288999196,989
"HLA-DQB1",1,10,"NoSig",0,989
"HLA-DRA",1,10,"c8",208.030606252968,989
