"genes","task_id","curr_size","top_cluster_gr100","glm_coef_gr100","seed_number"
"ABCC11",10,100,"c1",3.65382949209361,589
"ACTA2",10,100,"c4",4.98484911359138,589
"ACTG2",10,100,"c4",2.27601657813662,589
"ADAM9",10,100,"c1",1.59891660084961,589
"ADGRE5",10,100,"c3",0.504536609837012,589
"ADH1B",10,100,"c2",0.312061320529874,589
"ADIPOQ",10,100,"NoSig",0,589
"AGR3",10,100,"c1",0.436750618651752,589
"AIF1",10,100,"c3",2.41316734449655,589
"AKR1C1",10,100,"c1",0.135725846443386,589
"AKR1C3",10,100,"c7",0.102299527979678,589
"ALDH1A3",10,100,"c4",0.37783483692587,589
"ANGPT2",10,100,"c7",0.630845215756264,589
"ANKRD28",10,100,"c1",0.251944302827535,589
"ANKRD29",10,100,"c7",0.64413115167188,589
"ANKRD30A",10,100,"c1",6.77329526748007,589
"APOBEC3A",10,100,"c1",0.0199268440227203,589
"APOBEC3B",10,100,"c5",0.138878603377331,589
"APOC1",10,100,"c3",1.71701065151954,589
"AQP1",10,100,"c7",6.41821084133932,589
"AQP3",10,100,"c1",0.262172115050684,589
"AR",10,100,"c1",1.37881773341584,589
"AVPR1A",10,100,"c7",0.309552821114709,589
"BACE2",10,100,"c4",0.481466788559051,589
"BANK1",10,100,"c6",1.28700876106749,589
"BASP1",10,100,"c2",1.40449203238596,589
"C15orf48",10,100,"c3",0.672152185101667,589
"C1QA",10,100,"c3",0.873959591718989,589
"C1QC",10,100,"c3",1.34892058969932,589
"C2orf42",10,100,"c1",0.1002827579675,589
"C5orf46",10,100,"c4",0.289656971385239,589
"C6orf132",10,100,"c1",0.376783080952315,589
"CAV1",10,100,"c7",2.70600627939325,589
"CAVIN2",10,100,"c7",0.401498037309958,589
"CCDC6",10,100,"c1",1.90697045410789,589
"CCDC80",10,100,"c2",5.9218327937665,589
"CCL5",10,100,"c5",1.26664579699096,589
"CCL8",10,100,"c3",0.235777546593858,589
"CCND1",10,100,"c1",7.76750796454686,589
"CCPG1",10,100,"c2",0.905102454913989,589
"CCR7",10,100,"c5",0.5842963515313,589
"CD14",10,100,"c3",1.11609753757047,589
"CD163",10,100,"c3",1.73916955792765,589
"CD19",10,100,"c6",0.412970935151171,589
"CD247",10,100,"c5",0.605024951842447,589
"CD27",10,100,"c6",0.624936355477934,589
"CD274",10,100,"c5",0.067113242613124,589
"CD3E",10,100,"c5",2.65888250464844,589
"CD3G",10,100,"c5",0.734384685071441,589
"CD4",10,100,"c8",3.46821066045579,589
"CD68",10,100,"c3",3.53038999731988,589
"CD69",10,100,"c5",0.618330664101838,589
"CD79A",10,100,"c6",0.907745910305118,589
"CD79B",10,100,"c6",0.220538543028254,589
"CD80",10,100,"c3",0.104325582568096,589
"CD83",10,100,"c3",0.762291548145061,589
"CD86",10,100,"c3",0.713337461290789,589
"CD8A",10,100,"c5",1.23377208737025,589
"CD9",10,100,"c1",4.03000683297459,589
"CD93",10,100,"c7",3.47948878207478,589
"CDC42EP1",10,100,"c4",0.224238352360041,589
"CDH1",10,100,"c1",4.13914941113048,589
"CEACAM6",10,100,"c1",3.66024584784856,589
"CEACAM8",10,100,"c1",0.132885222843671,589
"CENPF",10,100,"c1",0.653044441681053,589
"CLEC14A",10,100,"c7",1.85045758516288,589
"CLEC9A",10,100,"c3",0.128052803643506,589
"CLECL1",10,100,"c6",0.15187289680506,589
"CLIC6",10,100,"c4",0.0506217585549725,589
"CPA3",10,100,"c9",2.16727204550681,589
"CRISPLD2",10,100,"c2",1.36484307381743,589
"CTH",10,100,"c1",0.041938675351031,589
"CTLA4",10,100,"c5",0.440616035881466,589
"CTSG",10,100,"c9",0.793596128456097,589
"CTTN",10,100,"c1",3.59549744584441,589
"CX3CR1",10,100,"c4",0.188441422461856,589
"CXCL12",10,100,"c2",5.81352031284164,589
"CXCL16",10,100,"c3",0.845554464988222,589
"CXCL5",10,100,"c4",0.0363506601541831,589
"CXCR4",10,100,"c5",2.38369901695276,589
"CYTIP",10,100,"c5",0.897362651590063,589
"DAPK3",10,100,"c1",0.143977440276846,589
"DMKN",10,100,"c4",0.25478818336559,589
"DNAAF1",10,100,"c1",0.0315449191912578,589
"DNTTIP1",10,100,"c1",0.344124182290794,589
"DPT",10,100,"c2",0.688335752306527,589
"DSC2",10,100,"c4",1.85331555780596,589
"DSP",10,100,"c4",2.87018627642774,589
"DST",10,100,"c4",7.07568642462371,589
"DUSP2",10,100,"c5",0.210419785015256,589
"DUSP5",10,100,"c1",0.264826024097057,589
"EGFL7",10,100,"c7",0.506639242851683,589
"EGFR",10,100,"c4",0.973592000352258,589
"EIF4EBP1",10,100,"c1",0.320451207641575,589
"ENAH",10,100,"c1",2.04991075553344,589
"EPCAM",10,100,"c1",9.22231555143997,589
"ERBB2",10,100,"c1",20.0553723605613,589
"ERN1",10,100,"c2",0.606054966672933,589
"ESM1",10,100,"c7",0.295408639542383,589
"ESR1",10,100,"c4",0.836790693554936,589
"FAM107B",10,100,"c5",0.948186189282528,589
"FAM49A",10,100,"c2",0.147706723302397,589
"FASN",10,100,"c1",5.70471140587297,589
"FBLN1",10,100,"c2",2.15533547998078,589
"FCER1A",10,100,"c3",0.47472672810802,589
"FCER1G",10,100,"c3",3.89357508175857,589
"FCGR3A",10,100,"c3",0.818497491257829,589
"FGL2",10,100,"c3",2.71380696627814,589
"FLNB",10,100,"c1",1.94819614059972,589
"FOXA1",10,100,"c1",8.21112118486098,589
"FOXC2",10,100,"c4",0.187366055701812,589
"FOXP3",10,100,"c5",0.127909182054876,589
"FSTL3",10,100,"c2",0.334240127796542,589
"GATA3",10,100,"c1",8.08136322373283,589
"GJB2",10,100,"c2",0.714936988913608,589
"GLIPR1",10,100,"c3",0.966805458279918,589
"GNLY",10,100,"c5",0.181649304949424,589
"GPR183",10,100,"c3",1.01146192458679,589
"GZMA",10,100,"c5",0.779390133269051,589
"GZMK",10,100,"c5",0.0656293850092576,589
"HAVCR2",10,100,"c3",1.04311984398463,589
"HMGA1",10,100,"c1",1.35270621630923,589
"HOOK2",10,100,"c1",0.419673957995351,589
"HOXD8",10,100,"c7",0.679354148530383,589
"HOXD9",10,100,"c7",0.652516659754381,589
"HPX",10,100,"c1",0.109918519666478,589
"IGF1",10,100,"c2",1.16067829990921,589
"IGSF6",10,100,"c3",1.61036597548492,589
"IL2RA",10,100,"c2",0.0676962899750277,589
"IL2RG",10,100,"c5",1.15846947035615,589
"IL3RA",10,100,"c8",1.00135059673401,589
"IL7R",10,100,"c5",3.12667865443049,589
"ITGAM",10,100,"c3",0.442150041170941,589
"ITGAX",10,100,"c3",1.59079208684877,589
"ITM2C",10,100,"c6",3.04379525981389,589
"JUP",10,100,"c1",1.03405518493133,589
"KARS",10,100,"c1",0.445649178143333,589
"KDR",10,100,"c7",1.12887911210797,589
"KIT",10,100,"c4",0.99768686571368,589
"KLF5",10,100,"c1",0.801322371257962,589
"KLRB1",10,100,"c5",0.831514837150344,589
"KLRC1",10,100,"c5",0.16819931046891,589
"KLRD1",10,100,"c5",0.237252690869136,589
"KLRF1",10,100,"c5",0.0745702442983289,589
"KRT14",10,100,"c4",4.37271786732637,589
"KRT23",10,100,"c4",1.17695819298933,589
"KRT5",10,100,"c4",3.34938076635475,589
"KRT6B",10,100,"c4",1.97922394926633,589
"KRT7",10,100,"c1",13.0026156874219,589
"KRT8",10,100,"c1",6.63360560246599,589
"LAG3",10,100,"c5",0.0761733800973237,589
"LARS",10,100,"c1",1.32730493480381,589
"LDHB",10,100,"c7",0.885312390715632,589
"LGALSL",10,100,"c1",0.159102190390381,589
"LILRA4",10,100,"c8",1.5630440573516,589
"LPL",10,100,"c7",0.113292397545397,589
"LPXN",10,100,"c3",0.682395809827412,589
"LRRC15",10,100,"c2",0.691727015086136,589
"LTB",10,100,"c5",0.40772553938921,589
"LUM",10,100,"c2",15.1674642113793,589
"LY86",10,100,"c3",0.214026708229412,589
"LYPD3",10,100,"c1",1.88528797961908,589
"LYZ",10,100,"c3",9.15204795887771,589
"MAP3K8",10,100,"c4",0.349304001657456,589
"MDM2",10,100,"c1",3.06752698671848,589
"MKI67",10,100,"c1",0.364535913738978,589
"MLPH",10,100,"c1",4.79453605326503,589
"MMP1",10,100,"c2",0.296121717780781,589
"MMP12",10,100,"c3",0.578947659858835,589
"MMP2",10,100,"c2",4.46960190210452,589
"MMRN2",10,100,"c7",1.43776916257697,589
"MNDA",10,100,"c3",0.888655737019318,589
"MRC1",10,100,"c3",1.37490007643367,589
"MS4A1",10,100,"c6",2.11503437287429,589
"MUC6",10,100,"c1",0.290305375465633,589
"MYBPC1",10,100,"c1",0.39499744835513,589
"MYH11",10,100,"c4",2.29387029059054,589
"MYLK",10,100,"c4",5.71111652651783,589
"MYO5B",10,100,"c1",1.78737872377137,589
"MZB1",10,100,"c6",1.69916585386542,589
"NARS",10,100,"c1",2.99174152225057,589
"NCAM1",10,100,"c5",0.0189413774608328,589
"NDUFA4L2",10,100,"c7",0.0793290455791305,589
"NKG7",10,100,"c5",0.280543393899071,589
"NOSTRIN",10,100,"c7",0.754230768036496,589
"OCIAD2",10,100,"c1",0.471829976618658,589
"OPRPN",10,100,"c4",0.618810377457226,589
"OXTR",10,100,"c4",0.343634223771011,589
"PCLAF",10,100,"c1",0.91601803954351,589
"PDCD1",10,100,"c5",0.0169877747637676,589
"PDCD1LG2",10,100,"c3",0.197377066888744,589
"PDE4A",10,100,"c2",0.257103714075577,589
"PDGFRA",10,100,"c2",2.00140144734194,589
"PDGFRB",10,100,"c2",2.28295565429603,589
"PDK4",10,100,"c2",0.965488458929407,589
"PECAM1",10,100,"c7",4.5504528574677,589
"PELI1",10,100,"c7",0.377137772721937,589
"PGR",10,100,"c4",0.301543783182377,589
"PIGR",10,100,"c4",0.720847343112091,589
"PIM1",10,100,"c2",0.36675242746372,589
"PLD4",10,100,"c8",0.711882314734124,589
"POSTN",10,100,"c2",12.9583469946482,589
"PPARG",10,100,"c7",0.551737100795863,589
"PRDM1",10,100,"c6",0.901748799716371,589
"PRF1",10,100,"c5",0.201015906019631,589
"PTGDS",10,100,"c8",5.66738115474258,589
"PTN",10,100,"c4",3.61866968964005,589
"PTPRC",10,100,"c5",3.19167869062844,589
"PTRHD1",10,100,"c1",0.414858591714964,589
"QARS",10,100,"c1",1.14989659854327,589
"RAB30",10,100,"c6",0.488718427915379,589
"RAMP2",10,100,"c7",1.43644075925857,589
"RAPGEF3",10,100,"c7",0.524823235375663,589
"RHOH",10,100,"c1",0.799218743099114,589
"RORC",10,100,"c1",0.127555090703777,589
"RTKN2",10,100,"c1",0.465800648395362,589
"RUNX1",10,100,"c4",2.67825887571034,589
"S100A14",10,100,"c1",2.49911507913539,589
"S100A4",10,100,"c2",1.06374163886442,589
"S100A8",10,100,"c1",0.31974372041582,589
"SCD",10,100,"c1",11.0172963273245,589
"SCGB2A1",10,100,"c4",0.0986375079130528,589
"SDC4",10,100,"c1",0.499157589036402,589
"SEC11C",10,100,"c6",1.98877139083225,589
"SEC24A",10,100,"c1",1.02815241305797,589
"SELL",10,100,"c6",0.789479163748695,589
"SERHL2",10,100,"c1",6.03859431714164,589
"SERPINA3",10,100,"c4",7.0937829994513,589
"SERPINB9",10,100,"c5",0.572525112948104,589
"SFRP1",10,100,"c4",5.4372814120302,589
"SFRP4",10,100,"c2",2.95139096135955,589
"SH3YL1",10,100,"c1",1.24321213504776,589
"SLAMF1",10,100,"c5",0.393217584561305,589
"SLAMF7",10,100,"c6",2.01963078123771,589
"SLC25A37",10,100,"c4",0.666385972843468,589
"SLC5A6",10,100,"c1",0.987826129799665,589
"SMAP2",10,100,"c6",0.909088445859992,589
"SMS",10,100,"c1",1.65406067432657,589
"SNAI1",10,100,"c7",0.206223528173204,589
"SOX17",10,100,"c7",0.473876449836612,589
"SOX18",10,100,"c7",0.243756732794065,589
"SPIB",10,100,"c8",1.35999131533283,589
"SQLE",10,100,"c1",0.990383062732949,589
"SRPK1",10,100,"c1",0.869286267681304,589
"SSTR2",10,100,"c7",0.0535570747079408,589
"STC1",10,100,"c1",0.168783486876096,589
"SVIL",10,100,"c4",1.58577552478581,589
"TAC1",10,100,"c2",0.134433558113778,589
"TACSTD2",10,100,"c4",8.47083340548332,589
"TCEAL7",10,100,"c2",0.137102970418533,589
"TCF4",10,100,"c7",1.04864401684509,589
"TCF7",10,100,"c5",0.592824179729398,589
"TCIM",10,100,"c1",2.96281884100746,589
"TCL1A",10,100,"c8",1.60490163897474,589
"TENT5C",10,100,"c6",2.60099020132364,589
"TFAP2A",10,100,"c1",1.05503347728349,589
"THAP2",10,100,"c1",0.180063943783953,589
"TIFA",10,100,"c6",0.415587137306052,589
"TIGIT",10,100,"c5",0.367122747832434,589
"TIMP4",10,100,"c7",0.0633636141586951,589
"TMEM147",10,100,"c1",1.34730980447079,589
"TNFRSF17",10,100,"c6",0.421230460137599,589
"TOMM7",10,100,"c1",3.11158385351864,589
"TOP2A",10,100,"c1",1.19947598807056,589
"TPD52",10,100,"c1",3.29305446196985,589
"TPSAB1",10,100,"c9",1.11009978326873,589
"TRAC",10,100,"c5",2.68011824248459,589
"TRAF4",10,100,"c1",1.32667183093312,589
"TRAPPC3",10,100,"c4",0.960359036928582,589
"TRIB1",10,100,"c4",0.592588989011577,589
"TUBA4A",10,100,"c1",0.561092853469858,589
"TUBB2B",10,100,"c4",0.34397459728856,589
"UCP1",10,100,"c4",0.00755779606003594,589
"USP53",10,100,"c1",1.37649265246312,589
"VOPP1",10,100,"c1",1.05850973333598,589
"VWF",10,100,"c7",4.64659409788741,589
"WARS",10,100,"c3",1.32175358645406,589
"ZEB1",10,100,"c2",0.996672336802859,589
"ZEB2",10,100,"c3",2.31949320385434,589
"ZNF562",10,100,"c1",1.10046580928176,589
