"genes","task_id","curr_size","top_cluster_gr20","glm_coef_gr20","seed_number"
"ABCC11",2,20,"c1",4.57792639921261,589
"ACTA2",2,20,"c4",5.03758032407183,589
"ACTG2",2,20,"c4",2.57855377006861,589
"ADAM9",2,20,"c1",1.74682143297718,589
"ADGRE5",2,20,"c5",0.421073164376684,589
"ADH1B",2,20,"c7",1.38868397832588,589
"ADIPOQ",2,20,"NoSig",0,589
"AGR3",2,20,"c4",1.22055581490255,589
"AIF1",2,20,"c3",3.09867774121804,589
"AKR1C1",2,20,"c1",0.221569803396107,589
"AKR1C3",2,20,"c2",0.101605960155132,589
"ALDH1A3",2,20,"c2",0.486464622998086,589
"ANGPT2",2,20,"c7",0.64722227484172,589
"ANKRD28",2,20,"c1",0.238589710272048,589
"ANKRD29",2,20,"c7",0.765740167749592,589
"ANKRD30A",2,20,"c1",6.22713983973845,589
"APOBEC3A",2,20,"c1",0.0230974294290412,589
"APOBEC3B",2,20,"c1",0.121166759714206,589
"APOC1",2,20,"c3",2.77930585435383,589
"AQP1",2,20,"c7",8.16204113336521,589
"AQP3",2,20,"c1",0.414364779633144,589
"AR",2,20,"c1",1.32928679093562,589
"AVPR1A",2,20,"c7",0.350873730132744,589
"BACE2",2,20,"c1",0.480188044677261,589
"BANK1",2,20,"c6",1.74203519799009,589
"BASP1",2,20,"c2",2.24426794773702,589
"C15orf48",2,20,"c3",1.0926801020598,589
"C1QA",2,20,"c3",0.879642695808954,589
"C1QC",2,20,"c3",1.39318479509659,589
"C2orf42",2,20,"c1",0.103277815313918,589
"C5orf46",2,20,"c4",0.2793896193376,589
"C6orf132",2,20,"c1",0.379080194808056,589
"CAV1",2,20,"c7",3.15778262898972,589
"CAVIN2",2,20,"c7",0.547307837273697,589
"CCDC6",2,20,"c1",1.92680895886784,589
"CCDC80",2,20,"c2",7.68002152843523,589
"CCL5",2,20,"c5",1.15750553989831,589
"CCL8",2,20,"c2",0.125273631699925,589
"CCND1",2,20,"c1",7.88544608030567,589
"CCPG1",2,20,"c2",1.21670887540849,589
"CCR7",2,20,"c5",0.718234149704965,589
"CD14",2,20,"c8",1.91783776153246,589
"CD163",2,20,"c3",1.84187925778578,589
