"task_id","rd","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","sv_lst_size","transcript_size","transcript_n","seed_number"
15,2,50,568.667,3598.4,27.4069999999999,755.3,4.89617156982422,2288.84600830078,100000000,50
