"task_id","rd","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","sv_lst_size","transcript_size","transcript_n","seed_number"
37,4,70,600.426,3612.1,35.3739999999999,1409.4,9.56536102294922,2288.84600830078,100000000,51
