"task_id","rd","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","sv_lst_size","transcript_size","transcript_n","seed_number"
24,3,78,23803.882,3819.7,40.4500000000007,1875.4,12.8123931884766,2288.84600830078,100000000,689
