"task_id","rd","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","sv_lst_size","transcript_size","transcript_n","seed_number"
10,2,310,2387.192,3819.1,22.848,191.3,0.905960083007812,2288.84600830078,100000000,848
