"task_id","rd","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","sv_lst_size","transcript_size","transcript_n","seed_number"
28,4,155,7248.596,3819.1,26.5370000000003,550,3.39619445800781,2288.84600830078,100000000,566
