"task_id","rd","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","sv_lst_size","transcript_size","transcript_n","seed_number"
21,3,124,11367.97,3819.1,31.0669999999991,791.2,5.11601257324219,2288.84600830078,100000000,798
