"task_id","rd","n_tr","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","gene_mt_size","sv_lst_size","transcript_size","transcript_n","seed_number"
18,3,5e+07,10,416.535,1708.7,28.185,76.4000000000001,0.221672058105469,0.226982116699219,1144.43682861328,50000000,254
