"task_id","rd","n_tr","grid_length","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB","gene_mt_size","sv_lst_size","transcript_size","transcript_n","seed_number"
31,5,1e+07,10,92.339,483.4,28.218,76.7,0.221672058105469,0.226982116699219,228.909484863281,10000000,278
