"technology","dataset","genes_n","transcript_n","cells_n","clusters_n","grid_length","fm_Elapsed_Time_sec","fm_Peak_RAM_Used_MiB","limma_Elapsed_Time_sec","limma_Peak_RAM_Used_MiB","perm_Elapsed_Time_sec","perm_Peak_RAM_Used_MiB","sv_Elapsed_Time_sec","sv_Peak_RAM_Used_MiB","glm_Elapsed_Time_sec","glm_Peak_RAM_Used_MiB"
"MERSCOPE","MERSCOPE human breast cancer",500,490398542,575013,16,50,190.252,40378.7,33.2749999999996,12432.3,3005.66,29941.8,2406.842,29932,46.5819999999994,1533.2
